LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate
196,-,1131670642,2005.11.10,bn438,Nov,10,16:57:22,bn438/bn438,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
197,-,1131670642,2005.11.10,bn439,Nov,10,16:57:22,bn439/bn439,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
198,-,1131670642,2005.11.10,bn440,Nov,10,16:57:22,bn440/bn440,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
199,-,1131670642,2005.11.10,bn441,Nov,10,16:57:22,bn441/bn441,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
200,-,1131670642,2005.11.10,bn442,Nov,10,16:57:22,bn442/bn442,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
201,-,1131670642,2005.11.10,bn443,Nov,10,16:57:22,bn443/bn443,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
202,-,1131670642,2005.11.10,bn444,Nov,10,16:57:22,bn444/bn444,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
203,-,1131670642,2005.11.10,bn444,Nov,10,16:57:22,bn444/bn444,shutdown,,shutting down for system halt,E1,shutting down for system halt
204,-,1131670642,2005.11.10,bn445,Nov,10,16:57:22,bn445/bn445,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
205,-,1131670642,2005.11.10,bn446,Nov,10,16:57:22,bn446/bn446,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
206,-,1131670642,2005.11.10,bn447,Nov,10,16:57:22,bn447/bn447,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
207,-,1131670642,2005.11.10,bn448,Nov,10,16:57:22,bn448/bn448,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
208,-,1131670642,2005.11.10,bn448,Nov,10,16:57:22,bn448/bn448,shutdown,,shutting down for system halt,E1,shutting down for system halt
209,-,1131670642,2005.11.10,bn641,Nov,10,16:57:22,bn641/bn641,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
210,-,1131670642,2005.11.10,bn642,Nov,10,16:57:22,bn642/bn642,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
211,-,1131670642,2005.11.10,bn642,Nov,10,16:57:22,bn642/bn642,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
212,-,1131670642,2005.11.10,bn643,Nov,10,16:57:22,bn643/bn643,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
213,-,1131670642,2005.11.10,bn643,Nov,10,16:57:22,bn643/bn643,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
214,-,1131670642,2005.11.10,bn643,Nov,10,16:57:22,bn643/bn643,shutdown,,shutting down for system halt,E1,shutting down for system halt
215,-,1131670642,2005.11.10,bn644,Nov,10,16:57:22,bn644/bn644,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
216,-,1131670642,2005.11.10,bn644,Nov,10,16:57:22,bn644/bn644,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
217,-,1131670642,2005.11.10,bn645,Nov,10,16:57:22,bn645/bn645,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
218,-,1131670642,2005.11.10,bn645,Nov,10,16:57:22,bn645/bn645,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
219,-,1131670642,2005.11.10,bn646,Nov,10,16:57:22,bn646/bn646,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
220,-,1131670642,2005.11.10,bn646,Nov,10,16:57:22,bn646/bn646,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
221,-,1131670642,2005.11.10,bn647,Nov,10,16:57:22,bn647/bn647,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
222,-,1131670642,2005.11.10,bn647,Nov,10,16:57:22,bn647/bn647,pbs_mom,,pbs_mom shutdown succeeded,E3,<*> shutdown succeeded
223,-,1131670642,2005.11.10,bn647,Nov,10,16:57:22,bn647/bn647,smartd,,smartd shutdown failed,E2,<*> shutdown failed
224,-,1131670642,2005.11.10,bn647,Nov,10,16:57:22,bn647/bn647,snmpd,,snmpd shutdown succeeded,E3,<*> shutdown succeeded
225,-,1131670642,2005.11.10,bn647,Nov,10,16:57:22,bn647/bn647,snmpd,8011,Received TERM or STOP signal... shutting down...,E8,Received TERM or STOP signal... shutting down...
226,-,1131670642,2005.11.10,bn647,Nov,10,16:57:22,bn647/bn647,sshd,2189,Received signal 15; terminating.,E6,Received signal <*>; terminating.
227,-,1131670642,2005.11.10,bn647,Nov,10,16:57:22,bn647/bn647,xinetd,2232,Exiting...,E7,Exiting...
228,-,1131670642,2005.11.10,bn648,Nov,10,16:57:22,bn648/bn648,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
229,-,1131670642,2005.11.10,bn649,Nov,10,16:57:22,bn649/bn649,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
230,-,1131670642,2005.11.10,bn649,Nov,10,16:57:22,bn649/bn649,pbs_mom,,pbs_mom shutdown succeeded,E3,<*> shutdown succeeded
231,-,1131670642,2005.11.10,bn649,Nov,10,16:57:22,bn649/bn649,smartd,,smartd shutdown failed,E2,<*> shutdown failed
232,-,1131670642,2005.11.10,bn649,Nov,10,16:57:22,bn649/bn649,snmpd,,snmpd shutdown succeeded,E3,<*> shutdown succeeded
233,-,1131670642,2005.11.10,bn649,Nov,10,16:57:22,bn649/bn649,snmpd,4446,Received TERM or STOP signal... shutting down...,E8,Received TERM or STOP signal... shutting down...
234,-,1131670642,2005.11.10,bn649,Nov,10,16:57:22,bn649/bn649,sshd,2185,Received signal 15; terminating.,E6,Received signal <*>; terminating.
235,-,1131670642,2005.11.10,bn649,Nov,10,16:57:22,bn649/bn649,xinetd,2228,Exiting...,E7,Exiting...
236,-,1131670642,2005.11.10,bn651,Nov,10,16:57:22,bn651/bn651,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
237,-,1131670642,2005.11.10,bn651,Nov,10,16:57:22,bn651/bn651,shutdown,,shutting down for system halt,E1,shutting down for system halt
238,-,1131670642,2005.11.10,bn652,Nov,10,16:57:22,bn652/bn652,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
239,-,1131670642,2005.11.10,bn652,Nov,10,16:57:22,bn652/bn652,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
240,-,1131670642,2005.11.10,bn652,Nov,10,16:57:22,bn652/bn652,shutdown,,shutting down for system halt,E1,shutting down for system halt
241,-,1131670642,2005.11.10,bn653,Nov,10,16:57:22,bn653/bn653,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
242,-,1131670642,2005.11.10,bn653,Nov,10,16:57:22,bn653/bn653,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
243,-,1131670642,2005.11.10,bn655,Nov,10,16:57:22,bn655/bn655,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
244,-,1131670642,2005.11.10,bn655,Nov,10,16:57:22,bn655/bn655,shutdown,,shutting down for system halt,E1,shutting down for system halt
245,-,1131670642,2005.11.10,bn656,Nov,10,16:57:22,bn656/bn656,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
246,-,1131670642,2005.11.10,bn656,Nov,10,16:57:22,bn656/bn656,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
247,-,1131670642,2005.11.10,bn657,Nov,10,16:57:22,bn657/bn657,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
248,-,1131670642,2005.11.10,bn658,Nov,10,16:57:22,bn658/bn658,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
249,-,1131670642,2005.11.10,bn658,Nov,10,16:57:22,bn658/bn658,shutdown,,shutting down for system halt,E1,shutting down for system halt
250,-,1131670642,2005.11.10,bn659,Nov,10,16:57:22,bn659/bn659,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
251,-,1131670642,2005.11.10,bn660,Nov,10,16:57:22,bn660/bn660,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
252,-,1131670642,2005.11.10,bn661,Nov,10,16:57:22,bn661/bn661,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
253,-,1131670642,2005.11.10,bn661,Nov,10,16:57:22,bn661/bn661,shutdown,,shutting down for system halt,E1,shutting down for system halt
254,-,1131670642,2005.11.10,bn662,Nov,10,16:57:22,bn662/bn662,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
255,-,1131670642,2005.11.10,bn662,Nov,10,16:57:22,bn662/bn662,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
256,-,1131670642,2005.11.10,bn663,Nov,10,16:57:22,bn663/bn663,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
257,-,1131670642,2005.11.10,bn663,Nov,10,16:57:22,bn663/bn663,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
258,-,1131670642,2005.11.10,bn664,Nov,10,16:57:22,bn664/bn664,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
259,-,1131670642,2005.11.10,bn664,Nov,10,16:57:22,bn664/bn664,shutdown,,shutting down for system halt,E1,shutting down for system halt
260,-,1131670642,2005.11.10,bn665,Nov,10,16:57:22,bn665/bn665,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
261,-,1131670642,2005.11.10,bn665,Nov,10,16:57:22,bn665/bn665,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
262,-,1131670642,2005.11.10,bn666,Nov,10,16:57:22,bn666/bn666,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
263,-,1131670642,2005.11.10,bn666,Nov,10,16:57:22,bn666/bn666,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
264,-,1131670642,2005.11.10,bn667,Nov,10,16:57:22,bn667/bn667,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
265,-,1131670642,2005.11.10,bn667,Nov,10,16:57:22,bn667/bn667,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
266,-,1131670642,2005.11.10,bn668,Nov,10,16:57:22,bn668/bn668,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
267,-,1131670642,2005.11.10,bn668,Nov,10,16:57:22,bn668/bn668,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
268,-,1131670642,2005.11.10,bn669,Nov,10,16:57:22,bn669/bn669,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
269,-,1131670642,2005.11.10,bn669,Nov,10,16:57:22,bn669/bn669,shutdown,,shutting down for system halt,E1,shutting down for system halt
270,-,1131670642,2005.11.10,bn670,Nov,10,16:57:22,bn670/bn670,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
271,-,1131670642,2005.11.10,bn670,Nov,10,16:57:22,bn670/bn670,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
272,-,1131670642,2005.11.10,bn670,Nov,10,16:57:22,bn670/bn670,shutdown,,shutting down for system halt,E1,shutting down for system halt
273,-,1131670642,2005.11.10,bn671,Nov,10,16:57:22,bn671/bn671,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
274,-,1131670642,2005.11.10,bn671,Nov,10,16:57:22,bn671/bn671,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
275,-,1131670642,2005.11.10,bn671,Nov,10,16:57:22,bn671/bn671,shutdown,,shutting down for system halt,E1,shutting down for system halt
276,-,1131670642,2005.11.10,bn672,Nov,10,16:57:22,bn672/bn672,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
277,-,1131670642,2005.11.10,bn672,Nov,10,16:57:22,bn672/bn672,shutdown,,shutting down for system halt,E1,shutting down for system halt
278,-,1131670642,2005.11.10,bn673,Nov,10,16:57:22,bn673/bn673,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
279,-,1131670642,2005.11.10,bn673,Nov,10,16:57:22,bn673/bn673,shutdown,,shutting down for system halt,E1,shutting down for system halt
280,-,1131670642,2005.11.10,bn674,Nov,10,16:57:22,bn674/bn674,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
281,-,1131670642,2005.11.10,bn674,Nov,10,16:57:22,bn674/bn674,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
282,-,1131670642,2005.11.10,bn674,Nov,10,16:57:22,bn674/bn674,shutdown,,shutting down for system halt,E1,shutting down for system halt
283,-,1131670642,2005.11.10,bn675,Nov,10,16:57:22,bn675/bn675,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
284,-,1131670642,2005.11.10,bn675,Nov,10,16:57:22,bn675/bn675,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
285,-,1131670642,2005.11.10,bn675,Nov,10,16:57:22,bn675/bn675,shutdown,,shutting down for system halt,E1,shutting down for system halt
286,-,1131670642,2005.11.10,bn676,Nov,10,16:57:22,bn676/bn676,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
287,-,1131670642,2005.11.10,bn676,Nov,10,16:57:22,bn676/bn676,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
288,-,1131670642,2005.11.10,bn677,Nov,10,16:57:22,bn677/bn677,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
289,-,1131670642,2005.11.10,bn677,Nov,10,16:57:22,bn677/bn677,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
290,-,1131670642,2005.11.10,bn677,Nov,10,16:57:22,bn677/bn677,shutdown,,shutting down for system halt,E1,shutting down for system halt
291,-,1131670642,2005.11.10,bn678,Nov,10,16:57:22,bn678/bn678,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
292,-,1131670642,2005.11.10,bn678,Nov,10,16:57:22,bn678/bn678,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
293,-,1131670642,2005.11.10,bn678,Nov,10,16:57:22,bn678/bn678,shutdown,,shutting down for system halt,E1,shutting down for system halt
294,-,1131670642,2005.11.10,bn679,Nov,10,16:57:22,bn679/bn679,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
295,-,1131670642,2005.11.10,bn679,Nov,10,16:57:22,bn679/bn679,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
296,-,1131670642,2005.11.10,bn680,Nov,10,16:57:22,bn680/bn680,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
297,-,1131670642,2005.11.10,bn680,Nov,10,16:57:22,bn680/bn680,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
298,-,1131670642,2005.11.10,bn681,Nov,10,16:57:22,bn681/bn681,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
299,-,1131670642,2005.11.10,bn681,Nov,10,16:57:22,bn681/bn681,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
300,-,1131670642,2005.11.10,bn681,Nov,10,16:57:22,bn681/bn681,shutdown,,shutting down for system halt,E1,shutting down for system halt
301,-,1131670642,2005.11.10,bn682,Nov,10,16:57:22,bn682/bn682,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
302,-,1131670642,2005.11.10,bn682,Nov,10,16:57:22,bn682/bn682,shutdown,,shutting down for system halt,E1,shutting down for system halt
303,-,1131670642,2005.11.10,bn683,Nov,10,16:57:22,bn683/bn683,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
304,-,1131670642,2005.11.10,bn683,Nov,10,16:57:22,bn683/bn683,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
305,-,1131670642,2005.11.10,bn683,Nov,10,16:57:22,bn683/bn683,shutdown,,shutting down for system halt,E1,shutting down for system halt
306,-,1131670642,2005.11.10,bn684,Nov,10,16:57:22,bn684/bn684,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
307,-,1131670642,2005.11.10,bn684,Nov,10,16:57:22,bn684/bn684,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
308,-,1131670642,2005.11.10,bn684,Nov,10,16:57:22,bn684/bn684,pbs_mom,,pbs_mom shutdown succeeded,E3,<*> shutdown succeeded
309,-,1131670642,2005.11.10,bn684,Nov,10,16:57:22,bn684/bn684,shutdown,,shutting down for system halt,E1,shutting down for system halt
310,-,1131670642,2005.11.10,bn685,Nov,10,16:57:22,bn685/bn685,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
311,-,1131670642,2005.11.10,bn685,Nov,10,16:57:22,bn685/bn685,shutdown,,shutting down for system halt,E1,shutting down for system halt
312,-,1131670642,2005.11.10,bn686,Nov,10,16:57:22,bn686/bn686,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
313,-,1131670642,2005.11.10,bn686,Nov,10,16:57:22,bn686/bn686,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
314,-,1131670642,2005.11.10,bn687,Nov,10,16:57:22,bn687/bn687,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
315,-,1131670642,2005.11.10,bn688,Nov,10,16:57:22,bn688/bn688,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
316,-,1131670642,2005.11.10,bn688,Nov,10,16:57:22,bn688/bn688,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
317,-,1131670642,2005.11.10,bn688,Nov,10,16:57:22,bn688/bn688,shutdown,,shutting down for system halt,E1,shutting down for system halt
318,-,1131670642,2005.11.10,bn689,Nov,10,16:57:22,bn689/bn689,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
319,-,1131670642,2005.11.10,bn689,Nov,10,16:57:22,bn689/bn689,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
320,-,1131670642,2005.11.10,bn690,Nov,10,16:57:22,bn690/bn690,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
321,-,1131670642,2005.11.10,bn690,Nov,10,16:57:22,bn690/bn690,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
322,-,1131670642,2005.11.10,bn691,Nov,10,16:57:22,bn691/bn691,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
323,-,1131670642,2005.11.10,bn691,Nov,10,16:57:22,bn691/bn691,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
324,-,1131670642,2005.11.10,bn691,Nov,10,16:57:22,bn691/bn691,shutdown,,shutting down for system halt,E1,shutting down for system halt
325,-,1131670642,2005.11.10,bn692,Nov,10,16:57:22,bn692/bn692,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
326,-,1131670642,2005.11.10,bn692,Nov,10,16:57:22,bn692/bn692,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
327,-,1131670642,2005.11.10,bn692,Nov,10,16:57:22,bn692/bn692,shutdown,,shutting down for system halt,E1,shutting down for system halt
328,-,1131670642,2005.11.10,bn693,Nov,10,16:57:22,bn693/bn693,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
329,-,1131670642,2005.11.10,bn693,Nov,10,16:57:22,bn693/bn693,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
330,-,1131670642,2005.11.10,bn694,Nov,10,16:57:22,bn694/bn694,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
331,-,1131670642,2005.11.10,bn694,Nov,10,16:57:22,bn694/bn694,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
332,-,1131670642,2005.11.10,bn694,Nov,10,16:57:22,bn694/bn694,shutdown,,shutting down for system halt,E1,shutting down for system halt
333,-,1131670642,2005.11.10,bn695,Nov,10,16:57:22,bn695/bn695,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
334,-,1131670642,2005.11.10,bn695,Nov,10,16:57:22,bn695/bn695,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
335,-,1131670642,2005.11.10,bn695,Nov,10,16:57:22,bn695/bn695,shutdown,,shutting down for system halt,E1,shutting down for system halt
336,-,1131670642,2005.11.10,bn696,Nov,10,16:57:22,bn696/bn696,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
337,-,1131670642,2005.11.10,bn696,Nov,10,16:57:22,bn696/bn696,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
338,-,1131670642,2005.11.10,bn696,Nov,10,16:57:22,bn696/bn696,shutdown,,shutting down for system halt,E1,shutting down for system halt
339,-,1131670642,2005.11.10,bn697,Nov,10,16:57:22,bn697/bn697,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
340,-,1131670642,2005.11.10,bn697,Nov,10,16:57:22,bn697/bn697,shutdown,,shutting down for system halt,E1,shutting down for system halt
341,-,1131670642,2005.11.10,bn698,Nov,10,16:57:22,bn698/bn698,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
342,-,1131670642,2005.11.10,bn698,Nov,10,16:57:22,bn698/bn698,shutdown,,shutting down for system halt,E1,shutting down for system halt
343,-,1131670642,2005.11.10,bn699,Nov,10,16:57:22,bn699/bn699,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
344,-,1131670642,2005.11.10,bn699,Nov,10,16:57:22,bn699/bn699,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
345,-,1131670642,2005.11.10,bn699,Nov,10,16:57:22,bn699/bn699,shutdown,,shutting down for system halt,E1,shutting down for system halt
346,-,1131670642,2005.11.10,bn700,Nov,10,16:57:22,bn700/bn700,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
347,-,1131670642,2005.11.10,bn700,Nov,10,16:57:22,bn700/bn700,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
348,-,1131670642,2005.11.10,bn700,Nov,10,16:57:22,bn700/bn700,shutdown,,shutting down for system halt,E1,shutting down for system halt
349,-,1131670642,2005.11.10,bn701,Nov,10,16:57:22,bn701/bn701,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
350,-,1131670642,2005.11.10,bn701,Nov,10,16:57:22,bn701/bn701,messagebus,,messagebus shutdown failed,E2,<*> shutdown failed
351,-,1131670642,2005.11.10,bn701,Nov,10,16:57:22,bn701/bn701,shutdown,,shutting down for system halt,E1,shutting down for system halt
352,-,1131670642,2005.11.10,bn702,Nov,10,16:57:22,bn702/bn702,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
353,-,1131670642,2005.11.10,bn702,Nov,10,16:57:22,bn702/bn702,shutdown,,shutting down for system halt,E1,shutting down for system halt
354,-,1131670642,2005.11.10,bn703,Nov,10,16:57:22,bn703/bn703,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
355,-,1131670642,2005.11.10,bn703,Nov,10,16:57:22,bn703/bn703,shutdown,,shutting down for system halt,E1,shutting down for system halt
356,-,1131670642,2005.11.10,bn704,Nov,10,16:57:22,bn704/bn704,init,,Switching to runlevel: 0,E4,Switching to runlevel: <*>
